,location,total_sqft,bath,price,bhk
5531,R.T. Nagar,1560.0,3.0,125.0,3
5532,R.T. Nagar,1200.0,2.0,60.0,2
5535,R.T. Nagar,1200.0,3.0,140.0,3
5536,R.T. Nagar,1100.0,3.0,125.0,2
5537,R.T. Nagar,1150.0,2.0,72.0,2
5538,R.T. Nagar,1500.0,4.0,185.0,4
5539,R.T. Nagar,3600.0,8.0,165.0,9
5540,R.T. Nagar,1080.0,2.0,48.0,2
5541,R.T. Nagar,1325.0,2.0,52.0,2
5543,R.T. Nagar,1300.0,3.0,145.0,3
5545,R.T. Nagar,1100.0,2.0,85.0,2
5546,R.T. Nagar,1667.0,3.0,130.0,3
5547,Rachenahalli,1050.0,2.0,52.07,2
5549,Rachenahalli,1050.0,2.0,55.5,2
5551,Rachenahalli,1050.0,2.0,53.5,2
5553,Rachenahalli,1220.0,2.0,59.5,2
5554,Rachenahalli,1050.0,2.0,52.5,2
5556,Rachenahalli,1050.0,2.0,52.1,2
5557,Rachenahalli,1050.0,2.0,53.5,2
5558,Rachenahalli,1113.0,2.0,55.0,2
5559,Rachenahalli,3657.0,5.0,220.0,4
5563,Rachenahalli,680.0,1.0,32.64,1
5564,Rachenahalli,412.5,1.0,19.8,1
5565,Rachenahalli,1050.0,2.0,52.5,2
5568,Rachenahalli,690.0,1.0,39.8,1
5569,Rachenahalli,1050.0,2.0,47.25,2
5570,Rachenahalli,1050.0,2.0,55.5,2
5571,Rachenahalli,985.0,2.0,49.97,2
5572,Rachenahalli,1050.0,2.0,52.5,2
5573,Rachenahalli,1050.0,2.0,52.08,2
5575,Rachenahalli,1050.0,2.0,52.07,2
5577,Rachenahalli,1050.0,2.0,52.08,2
5578,Rachenahalli,985.0,2.0,49.97,2
5579,Rachenahalli,1856.0,3.0,106.0,3
5580,Rachenahalli,1050.0,2.0,52.5,2
5581,Rachenahalli,985.0,2.0,50.17,2
5582,Rachenahalli,2600.0,3.0,160.0,3
5585,Rachenahalli,985.0,2.0,50.17,2
5586,Rachenahalli,1050.0,2.0,52.71,2
5589,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5590,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
5591,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5592,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5593,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5594,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
5595,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5596,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
5597,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5598,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5599,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
5600,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
5601,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
5602,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
5603,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
5604,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
5606,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
5607,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
5608,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
5609,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
5612,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
5613,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
5614,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
5615,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
5616,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
5617,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
5618,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
5620,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
5621,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
5622,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
5623,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
5625,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5626,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
5628,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5629,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
5630,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5631,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5632,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
5634,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
5635,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5637,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
5638,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5639,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
5640,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
5641,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
5642,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5643,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
5644,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5645,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5646,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
5647,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5648,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
5649,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5650,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5651,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
5652,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
5654,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5655,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5657,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5658,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5659,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5660,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5661,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5662,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
5663,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
5664,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
5666,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
5667,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5669,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
5670,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
5671,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
5672,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
5673,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
5675,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
5676,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
5677,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
5678,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5680,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
5682,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5683,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
5684,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5685,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
5686,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
5687,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5688,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5691,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
5692,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
5693,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
5694,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5695,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5696,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5697,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
5699,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
5700,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
5701,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
5702,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
5704,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
5706,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5707,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5708,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
5709,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5710,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
5711,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5712,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
5713,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
5714,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
5715,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
5717,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5718,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
5719,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5720,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
5721,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
5722,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
5723,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5724,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
5725,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
5726,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
5727,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
5728,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5729,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
5730,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
5731,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
5732,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5733,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
5734,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
5735,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
5736,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
5737,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
5738,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
5739,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
5740,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
5742,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
5743,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
5744,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
5745,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
5746,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
5747,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
5748,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
5749,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
5750,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
5751,Rajaji Nagar,1640.0,3.0,229.0,3
5752,Rajaji Nagar,2390.0,3.0,415.0,3
5753,Rajaji Nagar,2390.0,3.0,410.0,3
5755,Rajaji Nagar,3516.0,4.0,540.0,4
5756,Rajaji Nagar,1640.0,3.0,223.0,3
5758,Rajaji Nagar,1800.0,4.0,324.0,6
5759,Rajaji Nagar,3526.0,4.0,558.0,4
5762,Rajaji Nagar,1800.0,3.0,260.0,3
5763,Rajaji Nagar,1640.0,3.0,241.0,3
5764,Rajaji Nagar,1370.0,2.0,170.0,2
5765,Rajaji Nagar,2409.0,3.0,360.0,3
5767,Rajaji Nagar,1718.0,3.0,288.0,2
5768,Rajaji Nagar,2386.0,3.0,334.0,3
5769,Rajaji Nagar,3436.0,6.0,500.0,4
5770,Rajaji Nagar,1200.0,2.0,150.0,2
5771,Rajaji Nagar,1160.0,1.0,163.0,2
5772,Rajaji Nagar,660.0,1.0,75.0,1
5773,Rajaji Nagar,1440.0,2.0,170.0,2
5774,Rajaji Nagar,2448.0,3.0,400.0,3
5775,Rajaji Nagar,1440.0,2.0,185.0,2
5776,Rajaji Nagar,1640.0,3.0,230.0,3
5779,Rajaji Nagar,1800.0,2.0,250.0,3
5780,Rajaji Nagar,3100.0,4.0,550.0,4
5781,Rajaji Nagar,3526.0,4.0,598.0,4
5782,Rajaji Nagar,1357.0,2.0,130.0,2
5783,Rajaji Nagar,2300.0,3.0,369.0,3
5785,Rajaji Nagar,2500.0,3.0,350.0,3
5788,Rajaji Nagar,2559.0,3.0,403.0,3
5789,Rajaji Nagar,1763.0,3.0,262.0,2
5795,Rajaji Nagar,2533.0,3.0,425.0,3
5796,Rajaji Nagar,1268.0,2.0,127.0,2
5798,Rajaji Nagar,1640.0,3.0,262.0,3
5799,Rajaji Nagar,1200.0,1.0,200.0,2
5800,Rajaji Nagar,2367.0,3.0,375.0,3
5801,Rajaji Nagar,2440.0,2.0,415.0,4
5802,Rajaji Nagar,1640.0,3.0,251.0,3
5804,Rajaji Nagar,1640.0,3.0,268.0,3
5805,Rajaji Nagar,2367.0,4.0,340.0,3
5807,Rajaji Nagar,3600.0,5.0,510.0,5
5808,Rajaji Nagar,1350.0,4.0,230.0,4
5811,Rajaji Nagar,2400.0,5.0,408.0,5
5812,Rajaji Nagar,2500.0,3.0,340.0,3
5813,Rajaji Nagar,2390.0,3.0,372.0,3
5814,Rajaji Nagar,2415.0,3.0,399.0,3
5815,Rajaji Nagar,1718.0,3.0,275.0,2
5816,Rajaji Nagar,1763.0,3.0,240.0,2
5818,Rajaji Nagar,2409.0,3.0,395.0,3
5819,Rajaji Nagar,1314.0,2.0,225.0,2
5820,Rajaji Nagar,1440.0,2.0,165.0,2
5821,Rajaji Nagar,1640.0,3.0,245.0,3
5822,Rajiv Nagar,1690.0,3.0,125.0,3
5823,Rajiv Nagar,1263.0,2.0,93.32,2
5824,Rajiv Nagar,2340.0,4.0,148.0,4
5825,Rajiv Nagar,2340.0,5.0,129.0,4
5826,Rajiv Nagar,1330.0,2.0,93.0,2
5827,Rajiv Nagar,2340.0,5.0,129.0,4
5828,Rajiv Nagar,1309.0,2.0,80.0,2
5829,Rajiv Nagar,2340.0,4.0,145.0,4
5830,Rajiv Nagar,2330.0,5.0,175.0,4
5831,Rajiv Nagar,2340.0,5.0,160.0,4
5832,Ramagondanahalli,1151.0,2.0,48.77,2
5833,Ramagondanahalli,1251.0,2.0,47.0,2
5834,Ramagondanahalli,1235.0,2.0,52.04,2
5835,Ramagondanahalli,1610.0,2.0,111.0,3
5836,Ramagondanahalli,540.0,1.0,30.0,1
5838,Ramagondanahalli,1235.0,2.0,46.8,2
5839,Ramagondanahalli,1215.0,2.0,51.26,2
5840,Ramagondanahalli,2257.0,4.0,157.0,3
5841,Ramagondanahalli,1251.0,2.0,47.4,2
5842,Ramagondanahalli,1610.0,2.0,115.0,3
5843,Ramagondanahalli,920.0,2.0,65.0,2
5844,Ramagondanahalli,1215.0,2.0,45.5,2
5846,Ramagondanahalli,1253.0,2.0,52.66,2
5847,Ramagondanahalli,1295.0,2.0,95.0,2
5848,Ramagondanahalli,1151.0,2.0,50.5,2
5849,Ramagondanahalli,1235.0,2.0,49.3,2
5850,Ramagondanahalli,2257.0,3.0,159.0,3
5851,Ramagondanahalli,1295.0,2.0,95.0,2
5853,Ramagondanahalli,1910.0,3.0,142.0,3
5854,Ramagondanahalli,1215.0,2.0,46.1,2
5856,Ramagondanahalli,1251.0,2.0,50.0,2
5857,Ramagondanahalli,1610.0,2.0,115.0,3
5858,Ramagondanahalli,1151.0,2.0,43.6,2
5860,Ramagondanahalli,1251.0,2.0,53.0,2
5861,Ramagondanahalli,845.0,2.0,45.82,2
5862,Ramagondanahalli,1910.0,3.0,150.0,3
5864,Ramagondanahalli,2040.0,3.0,114.0,3
5866,Ramagondanahalli,1251.0,2.0,46.0,2
5868,Ramagondanahalli,1151.0,2.0,46.0,2
5869,Ramagondanahalli,1610.0,2.0,112.0,3
5870,Ramagondanahalli,1610.0,2.0,115.0,3
5871,Ramagondanahalli,1200.0,3.0,56.1,3
5872,Ramagondanahalli,2787.0,5.0,220.0,4
5874,Ramagondanahalli,1125.0,2.0,75.0,2
5875,Ramagondanahalli,1151.0,2.0,42.5,2
5876,Ramagondanahalli,2257.0,3.0,155.0,3
5877,Ramagondanahalli,1500.0,3.0,100.0,3
5879,Ramagondanahalli,1910.0,3.0,131.0,3
5880,Ramamurthy Nagar,3700.0,4.0,225.0,4
5881,Ramamurthy Nagar,3500.0,5.0,150.0,5
5882,Ramamurthy Nagar,1050.0,2.0,37.0,2
5883,Ramamurthy Nagar,1040.0,2.0,50.0,2
5885,Ramamurthy Nagar,1200.0,3.0,72.0,2
5886,Ramamurthy Nagar,360.0,1.0,26.0,1
5887,Ramamurthy Nagar,950.0,2.0,50.79,2
5888,Ramamurthy Nagar,1200.0,2.0,66.0,3
5889,Ramamurthy Nagar,1525.0,3.0,100.0,3
5890,Ramamurthy Nagar,1200.0,2.0,80.0,2
5891,Ramamurthy Nagar,1200.0,2.0,42.0,2
5893,Ramamurthy Nagar,1100.0,2.0,68.0,2
5894,Ramamurthy Nagar,1185.0,2.0,45.5,2
5895,Ramamurthy Nagar,1170.0,2.0,46.8,2
5896,Ramamurthy Nagar,1150.0,2.0,51.0,2
5897,Ramamurthy Nagar,1200.0,2.0,48.0,2
5899,Ramamurthy Nagar,600.0,3.0,45.0,2
5900,Ramamurthy Nagar,1110.0,2.0,65.0,2
5902,Ramamurthy Nagar,1200.0,2.0,78.0,2
5904,Ramamurthy Nagar,600.0,1.0,43.0,1
5905,Ramamurthy Nagar,1006.0,2.0,57.0,2
5906,Ramamurthy Nagar,1200.0,2.0,76.0,2
5909,Ramamurthy Nagar,700.0,2.0,33.0,2
5910,Ramamurthy Nagar,1125.0,2.0,47.0,2
5911,Ramamurthy Nagar,1000.0,2.0,62.0,2
5912,Ramamurthy Nagar,1334.0,2.0,67.0,2
5913,Ramamurthy Nagar,1200.0,2.0,46.0,2
5914,Ramamurthy Nagar,1200.0,2.0,57.9,2
5916,Ramamurthy Nagar,1360.0,2.0,45.0,2
5917,Ramamurthy Nagar,1170.0,2.0,44.0,2
5918,Ramamurthy Nagar,2200.0,4.0,130.0,4
5919,Ramamurthy Nagar,1050.0,2.0,51.66,2
5920,Ramamurthy Nagar,2916.0,5.0,230.0,4
5921,Ramamurthy Nagar,2316.0,3.0,125.0,3
5922,Ramamurthy Nagar,1101.0,2.0,50.0,2
5923,Ramamurthy Nagar,1150.0,2.0,40.0,2
5925,Ramamurthy Nagar,1050.0,2.0,37.8,2
5926,Ramamurthy Nagar,935.0,2.0,39.0,2
5927,Ramamurthy Nagar,1200.0,2.0,68.0,2
5928,Ramamurthy Nagar,540.0,1.0,35.0,1
5929,Ramamurthy Nagar,960.0,2.0,35.0,2
5930,Rayasandra,1314.0,2.0,63.0,3
5931,Rayasandra,1065.0,2.0,44.95,2
5932,Rayasandra,1708.0,3.0,75.0,3
5933,Rayasandra,1199.0,2.0,48.5,3
5934,Rayasandra,1577.0,3.0,67.0,3
5935,Rayasandra,1253.0,2.0,57.0,2
5936,Rayasandra,583.0,1.0,26.9,1
5937,Rayasandra,1198.0,2.0,54.0,2
5938,Rayasandra,1555.0,3.0,75.17,3
5939,Rayasandra,1458.0,3.0,60.0,3
5940,Rayasandra,1179.0,2.0,55.0,3
5941,Rayasandra,1601.0,3.0,70.0,3
5942,Rayasandra,1708.0,3.0,76.0,4
5943,Rayasandra,470.0,1.0,21.0,1
5944,Rayasandra,3600.0,5.0,145.0,5
5945,Rayasandra,1357.0,2.0,59.0,3
5947,Sahakara Nagar,1500.0,2.0,95.0,3
5948,Sahakara Nagar,1100.0,2.0,56.0,2
5949,Sahakara Nagar,1219.0,2.0,48.0,2
5950,Sahakara Nagar,1100.0,2.0,75.0,3
5951,Sahakara Nagar,1655.0,3.0,115.0,3
5952,Sahakara Nagar,1150.0,2.0,54.0,2
5953,Sahakara Nagar,1270.0,2.0,69.85,2
5954,Sahakara Nagar,960.0,2.0,56.0,2
5955,Sahakara Nagar,1048.0,2.0,50.0,2
5956,Sahakara Nagar,1160.0,2.0,55.0,2
5957,Sahakara Nagar,1200.0,2.0,75.0,3
5958,Sahakara Nagar,2500.0,4.0,200.0,4
5959,Sahakara Nagar,1914.0,3.0,179.0,3
5960,Sahakara Nagar,1500.0,3.0,125.0,3
5961,Sahakara Nagar,1100.0,2.0,55.0,2
5962,Sahakara Nagar,1914.0,3.0,149.0,3
5963,Sahakara Nagar,1000.0,2.0,60.0,2
5965,Sahakara Nagar,1175.0,2.0,49.0,2
5966,Sahakara Nagar,1370.0,2.0,90.0,3
5967,Sahakara Nagar,1100.0,2.0,55.0,2
5968,Sahakara Nagar,1100.0,2.0,75.0,3
5969,Sahakara Nagar,1180.0,2.0,72.0,2
5970,Sahakara Nagar,1200.0,2.0,60.0,2
5971,Sahakara Nagar,1032.0,2.0,45.0,2
5972,Sahakara Nagar,1200.0,2.0,46.0,2
5973,Sahakara Nagar,1270.0,2.0,96.0,2
5974,Sahakara Nagar,1201.0,2.0,80.0,2
5975,Sahakara Nagar,1200.0,2.0,54.0,2
5976,Sahakara Nagar,1291.0,2.0,72.3,2
5977,Sanjay nagar,1000.0,2.0,70.0,2
5978,Sanjay nagar,1100.0,2.0,98.0,2
5979,Sanjay nagar,1150.0,2.0,72.2,2
5980,Sanjay nagar,1800.0,3.0,180.0,3
5981,Sanjay nagar,630.0,1.0,35.0,2
5982,Sanjay nagar,3300.0,3.0,250.0,5
5983,Sanjay nagar,1900.0,2.0,180.0,3
5984,Sanjay nagar,1575.0,2.0,90.0,2
5987,Sanjay nagar,960.0,2.0,55.0,2
5988,Sanjay nagar,1050.0,2.0,59.0,2
5989,Sanjay nagar,1150.0,2.0,70.0,2
5990,Sanjay nagar,1500.0,3.0,150.0,3
5991,Sanjay nagar,1180.0,2.0,80.0,2
5992,Sarakki Nagar,2121.0,4.0,253.0,3
5993,Sarakki Nagar,2289.0,3.0,260.0,3
5994,Sarakki Nagar,2500.0,4.0,325.0,3
5995,Sarakki Nagar,2145.0,4.0,270.0,3
5996,Sarakki Nagar,1200.0,3.0,128.0,3
5997,Sarakki Nagar,2663.0,4.0,338.0,3
5998,Sarakki Nagar,1840.0,4.0,175.0,3
6002,Sarjapur,2250.0,3.0,148.0,3
6003,Sarjapur,1600.0,3.0,75.0,3
6004,Sarjapur,1242.5,2.0,43.49,2
6005,Sarjapur,913.0,2.0,32.0,2
6006,Sarjapur,1128.0,2.0,60.0,2
6007,Sarjapur,1185.0,2.0,47.0,2
6008,Sarjapur,900.0,2.0,42.0,3
6009,Sarjapur,649.5,1.0,17.535,1
6010,Sarjapur,1020.0,2.0,35.0,2
6011,Sarjapur,1195.0,2.0,42.0,2
6012,Sarjapur,1240.0,2.0,44.0,2
6014,Sarjapur,950.0,2.0,32.5,2
6015,Sarjapur,1285.0,2.0,68.0,3
6017,Sarjapur,925.0,2.0,25.0,2
6018,Sarjapur,3190.0,3.0,160.0,4
6019,Sarjapur,1215.0,2.0,40.0,2
6021,Sarjapur,1200.0,3.0,78.0,3
6022,Sarjapur,1000.0,2.0,30.0,2
6023,Sarjapur,1157.0,2.0,40.0,2
6024,Sarjapur,2238.0,3.0,140.0,3
6025,Sarjapur,2020.0,3.0,85.0,3
6026,Sarjapur,2885.0,3.0,185.0,4
6028,Sarjapur,1240.0,2.0,44.3,2
6029,Sarjapur,625.0,1.0,19.0,1
6030,Sarjapur,2585.5,4.0,139.5,4
6031,Sarjapur,940.0,2.0,25.38,2
6032,Sarjapur,2100.0,3.0,125.0,4
6033,Sarjapur,913.0,2.0,36.0,2
6034,Sarjapur,1404.0,2.0,53.35,3
6035,Sarjapur,1830.0,3.0,88.0,3
6036,Sarjapur,1364.0,2.0,56.0,3
6037,Sarjapur,1124.0,2.0,30.35,2
6038,Sarjapur,1044.0,2.0,32.0,2
6039,Sarjapur,650.0,1.0,19.87,1
6040,Sarjapur,1175.0,2.0,42.0,2
6041,Sarjapur,1240.0,2.0,43.1,2
6043,Sarjapur,1032.0,2.0,42.0,2
6045,Sarjapur,1044.0,2.0,34.0,2
6046,Sarjapur,1200.0,3.0,76.13,3
6047,Sarjapur,1200.0,2.0,62.0,2
6048,Sarjapur,900.0,2.0,27.98,2
6050,Sarjapur,1205.0,2.0,29.0,2
6051,Sarjapur,850.0,2.0,32.0,2
6052,Sarjapur,1175.0,2.0,41.68,2
6054,Sarjapur,920.0,2.0,33.0,2
6056,Sarjapur,1150.0,2.0,41.0,2
6057,Sarjapur,1200.0,2.0,42.6,2
6058,Sarjapur,1333.0,3.0,50.0,3
6059,Sarjapur,1044.0,2.0,36.0,2
6060,Sarjapur,950.0,2.0,35.0,2
6062,Sarjapur,2172.0,3.0,100.0,3
6063,Sarjapur,633.0,1.0,17.09,1
6064,Sarjapur,1500.0,5.0,95.0,3
6065,Sarjapur,1451.0,2.0,87.0,2
6066,Sarjapur,2400.0,3.0,140.0,4
6067,Sarjapur,1525.0,2.0,68.0,3
6068,Sarjapur,1095.0,2.0,45.0,2
6069,Sarjapur,1425.0,3.0,57.0,3
6070,Sarjapur  Road,2497.0,3.0,140.0,3
6071,Sarjapur  Road,1787.0,3.0,98.29,3
6072,Sarjapur  Road,1787.0,3.0,125.0,3
6076,Sarjapur  Road,1000.0,2.0,67.0,2
6077,Sarjapur  Road,1346.0,2.0,74.03,2
6078,Sarjapur  Road,1195.0,2.0,70.0,2
6079,Sarjapur  Road,1550.0,3.0,100.0,3
6080,Sarjapur  Road,2100.0,3.0,125.0,3
6082,Sarjapur  Road,1691.0,3.0,113.0,3
6083,Sarjapur  Road,1278.0,2.0,95.0,2
6084,Sarjapur  Road,2238.0,3.0,140.0,3
6085,Sarjapur  Road,1800.0,3.0,110.0,3
6089,Sarjapur  Road,1984.0,4.0,146.0,3
6091,Sarjapur  Road,1128.0,2.0,59.0,2
6093,Sarjapur  Road,1700.0,3.0,110.0,3
6094,Sarjapur  Road,1157.0,2.0,75.0,3
6095,Sarjapur  Road,1282.0,2.0,72.0,2
6096,Sarjapur  Road,4111.0,4.0,310.0,4
6097,Sarjapur  Road,3430.0,6.0,228.5,4
6098,Sarjapur  Road,3900.0,4.0,300.0,4
6101,Sarjapur  Road,1050.0,2.0,62.0,2
6102,Sarjapur  Road,1700.0,3.0,135.0,3
6103,Sarjapur  Road,1691.0,3.0,119.0,3
6104,Sarjapur  Road,1846.0,3.0,140.0,3
6105,Sarjapur  Road,1200.0,3.0,95.0,3
6108,Sarjapur  Road,1819.0,3.0,100.0,3
6109,Sarjapur  Road,1845.0,4.0,110.0,3
6110,Sarjapur  Road,1233.0,2.0,77.65,2
6114,Sarjapur  Road,3750.0,6.0,290.0,4
6116,Sarjapur  Road,1680.0,3.0,112.0,3
6117,Sarjapur  Road,1255.0,2.0,92.0,2
6119,Sarjapur  Road,1311.0,2.0,78.0,2
6121,Sarjapur  Road,1157.0,2.0,75.0,3
6122,Sarjapur  Road,1145.0,2.0,75.0,2
6123,Sarjapur  Road,1300.0,2.0,70.0,3
6126,Sarjapur  Road,1476.0,2.0,98.94,3
6127,Sarjapur  Road,2180.0,3.0,170.0,3
6130,Sarjapur  Road,1750.0,3.0,110.0,3
6133,Sarjapur  Road,1200.0,3.0,70.0,3
6134,Sarjapur  Road,2600.0,3.0,200.0,3
6136,Sarjapur  Road,685.0,1.0,40.0,1
6138,Sarjapur  Road,2720.0,5.0,210.0,3
